Date,Open,High,Low,Volume,Adj Close,Close
2017-12-29,49.615002,49.615002,48.375,27996400,47.863438,48.375
2019-07-25,44.247501,44.375,43.110001,39270000,43.099762,43.345001
2010-12-07,3.7125,3.8325,3.705,102681200,3.435297,3.745
2009-11-24,3.235,3.2575,3.1775,41850400,2.962887,3.23
2006-12-13,6.013333,6.083333,6.013333,49195200,5.535919,6.035
2019-12-30,58.997501,59.049999,57.764999,25805600,57.851212,58.080002
2003-11-03,1.465833,1.529167,1.459167,77372400,1.376718,1.500833
2005-05-25,2.269167,2.280833,2.223333,53527200,2.059343,2.245
2022-05-12,162.190002,167.880005,155.669998,70872800,161.547165,161.75
2011-11-21,3.4275,3.6925,3.375,133078800,3.355032,3.6575
2002-12-20,1.0875,1.099167,1.015833,80457600,0.979984,1.068333
2012-11-05,3.115,3.2675,3.115,44484000,2.985819,3.255
2021-09-08,225.130005,226.100006,219.770004,25443400,223.044571,223.389999
2001-06-27,3.8875,3.895833,3.719167,89575200,3.472371,3.785417
2000-02-22,1.359375,1.377604,1.3125,54249600,1.251735,1.364583
2010-11-24,3.395,3.455,3.3925,39778400,3.157814,3.4425
2005-05-17,2.105833,2.151667,2.104167,63980400,1.964556,2.141667
2021-09-28,212.139999,214.190002,206.509995,34306900,206.669907,206.990005
2015-01-05,5.0325,5.0475,4.925,19795200,4.750955,4.9475
2010-01-04,4.6275,4.655,4.5275,80020400,4.240229,4.6225
2022-04-28,189.669998,200.369995,184.899994,57032700,197.571945,197.820007
2017-05-12,31.657499,32.400002,31.445,96262000,31.551395,31.9725
2016-07-19,13.235,13.4325,13.21,38265200,13.143198,13.38
2014-04-25,4.805,4.85,4.6725,31360000,4.437376,4.6825
2019-10-08,45.16,45.16,44.125,44443600,44.10043,44.307499
2021-06-07,175.712494,178.125,171.927505,57575600,175.846252,176.190002
2006-09-28,4.826667,4.948333,4.805,64734600,4.52077,4.928333
2007-03-12,5.026667,5.128333,5.02,42801000,4.636962,5.055
2015-11-06,7.6125,7.985,7.455,117227200,7.670657,7.8875
2023-10-12,467.769989,476.089996,463.299988,48132500,469.386719,469.450012
2021-02-01,130.532501,132.707504,129.027496,21720400,132.066162,132.369995
2008-03-24,4.7325,5.035,4.715,88744000,4.59339,5.0075
2009-10-23,3.4125,3.4125,3.2675,42952800,3.01563,3.2875
2014-12-22,5.1,5.195,5.0825,14897600,4.988622,5.195
2013-12-16,3.7575,3.7925,3.755,23762000,3.547152,3.76
2000-05-05,1.826823,1.963542,1.802083,17059200,1.760552,1.919271
2013-01-30,3.0875,3.13,3.07,28759200,2.843518,3.08
2015-03-13,5.64,5.69,5.5625,35928800,5.470539,5.675
2016-11-21,23.522499,23.5875,23.1,43643600,22.875679,23.245001
2021-03-08,124.5,124.712502,115.665001,54311200,115.666374,115.932503
2002-07-11,1.499167,1.666667,1.485833,114394800,1.523486,1.660833
2003-09-11,1.631667,1.679167,1.525,261273600,1.457746,1.589167
2006-07-17,2.931667,3.001667,2.916667,50280600,2.722858,2.968333
2007-05-29,5.586667,5.688333,5.57,31624200,5.201104,5.67
2015-12-15,8.235,8.3,8.19,30729600,8.046335,8.2425
2006-07-12,3.18,3.216667,3.035,46103400,2.787069,3.038333
2023-04-11,277.23999,277.899994,271.26001,31437800,271.602875,271.690002
2017-01-09,25.875,27.0,25.875,91624800,26.433395,26.82
2011-04-12,4.2875,4.3725,4.2075,84075600,3.983385,4.3425
2021-01-13,134.899994,136.25,133.850006,21002800,135.006866,135.317505
2004-07-30,1.255,1.308333,1.2525,40395600,1.178733,1.285
2010-01-06,4.6875,4.73,4.6425,64916800,4.329667,4.72
2008-09-09,2.7875,2.9575,2.6925,109829600,2.47901,2.7025
2005-07-29,2.263333,2.2875,2.236667,35166000,2.068516,2.255
2011-10-21,3.6475,3.7075,3.56,62842800,3.320634,3.62
2008-12-05,1.715,1.8475,1.685,43848400,1.687836,1.84
2012-08-29,3.57,3.6025,3.5625,25041200,3.283942,3.58
2010-06-23,2.9175,2.9525,2.835,61406000,2.680815,2.9225
2020-06-08,88.772499,88.897499,86.857498,38773600,87.79567,88.050003
2020-07-14,100.75,104.027496,97.855003,54267600,103.470253,103.769997
2012-11-27,3.015,3.085,2.99,45140400,2.80659,3.04
2008-08-25,3.3825,3.4625,3.3425,47160000,3.075256,3.3525
2002-02-19,4.575,4.6225,4.425833,197252400,4.093461,4.4625
2005-04-11,1.968333,1.975,1.91,32838000,1.757398,1.915833
2013-09-23,3.945,3.9775,3.8875,27124400,3.668792,3.91
2012-05-11,3.3625,3.42,3.29,143514000,3.029391,3.3025
2011-10-05,3.2175,3.37,3.1525,85670800,3.063789,3.34
2020-12-21,130.747498,133.699997,129.675003,30233200,133.016434,133.322495
2003-03-24,1.131667,1.166667,1.125,83901600,1.041902,1.135833
2017-03-08,25.174999,25.325001,24.6175,63871200,24.31547,24.639999
2003-02-25,1.05,1.083333,1.033333,123920400,0.989158,1.078333
2014-07-07,4.72,4.7225,4.6675,12749600,4.450673,4.675
2013-06-06,3.54,3.59,3.5375,34104400,3.325959,3.5625
2015-03-11,5.75,5.825,5.705,26212000,5.513917,5.72
2013-10-30,3.82,3.8375,3.7725,20403200,3.570269,3.805
2005-06-28,2.248333,2.268333,2.223333,26230800,2.066987,2.253333
2001-12-04,4.506667,4.85,4.506667,138464400,4.444329,4.845
2019-10-11,46.602501,47.334999,46.412498,44640400,46.280201,46.497501
2018-07-16,62.049999,62.584999,61.924999,19703600,61.469978,62.049999
2013-02-19,3.185,3.1875,3.12,43355200,2.898912,3.14
2020-04-17,74.5,74.714996,71.735001,53912000,72.835655,73.080002
2007-01-31,5.101667,5.156667,5.038333,46797600,4.685884,5.108333
2007-12-17,8.675,8.7575,8.3,50740800,7.631954,8.32
2021-11-30,331.690002,333.529999,318.640015,62206600,326.2547,326.76001
2023-05-26,378.899994,391.700012,375.5,71439700,389.335083,389.459991
2005-03-11,2.164167,2.1675,2.0775,73218000,1.923277,2.096667
2009-07-17,2.9325,3.0275,2.9025,85035600,2.76796,3.0175
