Date,Open,High,Low,Volume,Adj Close,Close
2015-03-24,5.66,5.7,5.575,33048000,5.398241,5.6
2005-03-28,2.095,2.125,2.050833,51118800,1.899579,2.070833
2006-05-16,4.476667,4.478333,4.306667,49753200,3.976505,4.335
2008-04-10,4.9275,5.1275,4.8225,109218400,4.558991,4.97
2015-07-06,5.0625,5.1325,5.005,21477600,4.883325,5.0425
2006-06-27,3.373333,3.376667,3.201667,60851400,2.978175,3.246667
2016-09-13,15.15,15.325,14.8825,47176800,14.729692,14.9675
2007-09-11,8.5675,8.71,8.4775,40542400,7.930077,8.645
2010-08-10,2.37,2.375,2.3,77256000,2.118968,2.31
2012-12-03,3.03,3.03,2.93,39138000,2.711959,2.9375
2018-08-24,66.794998,68.202499,66.75,53151200,67.418854,68.055
2003-05-15,1.721667,1.758333,1.7125,110565600,1.609866,1.755
2011-01-28,6.1325,6.235,5.8,109479600,5.448775,5.94
2010-01-20,4.3025,4.3575,4.245,71972800,3.981091,4.34
2020-06-05,87.945,89.970001,87.080002,48174800,88.942337,89.199997
2003-01-07,1.130833,1.156667,1.093333,149827200,1.014383,1.105833
2021-05-04,146.372498,146.375,140.102493,40532400,143.232468,143.512497
2010-08-06,2.35,2.4125,2.33,73990400,2.19006,2.3875
2009-12-18,4.2425,4.2575,4.155,81282800,3.857255,4.205
2000-07-03,2.666667,2.75,2.520833,23268000,2.336254,2.546875
2003-09-19,1.685833,1.696667,1.638333,64809600,1.516606,1.653333
2020-10-21,136.25,137.914993,134.774994,21959600,134.897186,135.247498
2011-03-28,4.7675,4.91,4.725,120428400,4.430569,4.83
2018-09-14,68.747498,69.775002,68.375,38693600,68.498947,69.107498
2018-06-29,60.872501,61.0,59.212502,39230000,58.671379,59.224998
2013-09-19,4.0175,4.025,3.965,22757200,3.736819,3.9825
2008-10-09,1.915,1.9425,1.71,90963600,1.586933,1.73
